       chevybelair | Fri Feb 19 2021 16:00:08 GMT+0000 (Coordinated Universal Time): uh oh 
        Emizne#1243 | Sat Feb 20 2021 03:45:07 GMT+0000 (Coordinated Universal Time): those ncos..... 
        chris!#9999 | Sat Feb 20 2021 03:45:39 GMT+0000 (Coordinated Universal Time): if ur fat 
        Emizne#1243 | Sat Feb 20 2021 03:45:43 GMT+0000 (Coordinated Universal Time): <@!461608042878992385> how do you feel about my panda cum farm in my minecraft server 
        Raymond#5415 | Sat Feb 20 2021 03:46:06 GMT+0000 (Coordinated Universal Time): alright then 
        Willl#8943 | Sat Feb 20 2021 03:46:07 GMT+0000 (Coordinated Universal Time): ???????????? 
        Willl#8943 | Sat Feb 20 2021 03:46:10 GMT+0000 (Coordinated Universal Time): uh 
        Emizne#1243 | Sat Feb 20 2021 03:46:11 GMT+0000 (Coordinated Universal Time): you breed them then you get slime balls 
        Willl#8943 | Sat Feb 20 2021 03:46:12 GMT+0000 (Coordinated Universal Time): wat 
        Emizne#1243 | Sat Feb 20 2021 03:46:13 GMT+0000 (Coordinated Universal Time): aka cum 
        Willl#8943 | Sat Feb 20 2021 03:46:19 GMT+0000 (Coordinated Universal Time): uhh 
        Willl#8943 | Sat Feb 20 2021 03:46:20 GMT+0000 (Coordinated Universal Time): moving on 
        Emizne#1243 | Sat Feb 20 2021 03:46:22 GMT+0000 (Coordinated Universal Time): because they like sneeze it 
        Emizne#1243 | Sat Feb 20 2021 03:46:23 GMT+0000 (Coordinated Universal Time): LOL 
        Raymond#5415 | Sat Feb 20 2021 03:46:43 GMT+0000 (Coordinated Universal Time): so who wants to 1v1 rn? 
        Willl#8943 | Sat Feb 20 2021 03:46:53 GMT+0000 (Coordinated Universal Time): me .>!!! :D 
        Raymond#5415 | Sat Feb 20 2021 03:46:53 GMT+0000 (Coordinated Universal Time): oh wait in a sec 
        Willl#8943 | Sat Feb 20 2021 03:46:55 GMT+0000 (Coordinated Universal Time): I have a chAnce.. 
        Emizne#1243 | Sat Feb 20 2021 03:46:56 GMT+0000 (Coordinated Universal Time): i would but him tired 
        Emizne#1243 | Sat Feb 20 2021 03:46:59 GMT+0000 (Coordinated Universal Time): im* 
        Emizne#1243 | Sat Feb 20 2021 03:47:05 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/cock-dick-balling-we-cock-dick-balling-gif-17448069 
        Raymond#5415 | Sat Feb 20 2021 03:47:11 GMT+0000 (Coordinated Universal Time): I’m always tired 
        Willl#8943 | Sat Feb 20 2021 03:47:11 GMT+0000 (Coordinated Universal Time): <@!295635246102347778> 1v1 xin 
        Emizne#1243 | Sat Feb 20 2021 03:47:16 GMT+0000 (Coordinated Universal Time): <@!295635246102347778> 
        Emizne#1243 | Sat Feb 20 2021 03:47:21 GMT+0000 (Coordinated Universal Time): ping tiff! 
        tiff#0709 | Sat Feb 20 2021 03:47:21 GMT+0000 (Coordinated Universal Time): i did 
        Willl#8943 | Sat Feb 20 2021 03:47:25 GMT+0000 (Coordinated Universal Time): rn 
        Willl#8943 | Sat Feb 20 2021 03:47:26 GMT+0000 (Coordinated Universal Time): rn 
        Raymond#5415 | Sat Feb 20 2021 03:47:27 GMT+0000 (Coordinated Universal Time): no... she’s too good... 
        tiff#0709 | Sat Feb 20 2021 03:47:27 GMT+0000 (Coordinated Universal Time): i do 7-11 on him at most 
        Willl#8943 | Sat Feb 20 2021 03:47:28 GMT+0000 (Coordinated Universal Time): right this second 
        Emizne#1243 | Sat Feb 20 2021 03:47:35 GMT+0000 (Coordinated Universal Time): 7-11 pog! 
        tiff#0709 | Sat Feb 20 2021 03:47:43 GMT+0000 (Coordinated Universal Time): i can 1v1 when i’m fully home 
        tiff#0709 | Sat Feb 20 2021 03:47:49 GMT+0000 (Coordinated Universal Time): i’m in car omw home 
        Raymond#5415 | Sat Feb 20 2021 03:47:56 GMT+0000 (Coordinated Universal Time): do you drive tiff 
        Emizne#1243 | Sat Feb 20 2021 03:47:58 GMT+0000 (Coordinated Universal Time): mobile 1v1 
        tiff#0709 | Sat Feb 20 2021 03:48:05 GMT+0000 (Coordinated Universal Time): not yet 
        Emizne#1243 | Sat Feb 20 2021 03:48:05 GMT+0000 (Coordinated Universal Time): TIFF NO TEXTING WHILE DRIVING... 
        tiff#0709 | Sat Feb 20 2021 03:48:07 GMT+0000 (Coordinated Universal Time): i have my permit 
        Willl#8943 | Sat Feb 20 2021 03:48:08 GMT+0000 (Coordinated Universal Time):  
        tiff#0709 | Sat Feb 20 2021 03:48:08 GMT+0000 (Coordinated Universal Time): no 
        Raymond#5415 | Sat Feb 20 2021 03:48:12 GMT+0000 (Coordinated Universal Time): yo? 
        tiff#0709 | Sat Feb 20 2021 03:48:13 GMT+0000 (Coordinated Universal Time): my drivers instructor just 
        Raymond#5415 | Sat Feb 20 2021 03:48:14 GMT+0000 (Coordinated Universal Time): permit 
        tiff#0709 | Sat Feb 20 2021 03:48:15 GMT+0000 (Coordinated Universal Time): dipped on me 
        Willl#8943 | Sat Feb 20 2021 03:48:17 GMT+0000 (Coordinated Universal Time): Lelader 
        Emizne#1243 | Sat Feb 20 2021 03:48:18 GMT+0000 (Coordinated Universal Time): HAHA 
        tiff#0709 | Sat Feb 20 2021 03:48:20 GMT+0000 (Coordinated Universal Time): UM 
        Willl#8943 | Sat Feb 20 2021 03:48:24 GMT+0000 (Coordinated Universal Time): bruh permit 
        Raymond#5415 | Sat Feb 20 2021 03:48:24 GMT+0000 (Coordinated Universal Time): stupid instructor 
        Willl#8943 | Sat Feb 20 2021 03:48:25 GMT+0000 (Coordinated Universal Time): loser 
        tiff#0709 | Sat Feb 20 2021 03:48:25 GMT+0000 (Coordinated Universal Time): THATS NOT ME??? 
        Raymond#5415 | Sat Feb 20 2021 03:48:30 GMT+0000 (Coordinated Universal Time): just let me teach you lmao 
        Willl#8943 | Sat Feb 20 2021 03:48:31 GMT+0000 (Coordinated Universal Time): hire a hitman 
        tiff#0709 | Sat Feb 20 2021 03:48:32 GMT+0000 (Coordinated Universal Time): THAT PHOTO IS LITERALLY NOT ME 
        Willl#8943 | Sat Feb 20 2021 03:48:34 GMT+0000 (Coordinated Universal Time): kill the instructor 
        tiff#0709 | Sat Feb 20 2021 03:48:45 GMT+0000 (Coordinated Universal Time): true will 
        Emizne#1243 | Sat Feb 20 2021 03:48:45 GMT+0000 (Coordinated Universal Time):  
        Willl#8943 | Sat Feb 20 2021 03:48:48 GMT+0000 (Coordinated Universal Time): xin i have a strange feeling that you drive a car as if youre in fast n furious 
        tiff#0709 | Sat Feb 20 2021 03:48:50 GMT+0000 (Coordinated Universal Time): WHO TF IS THAT 
        Willl#8943 | Sat Feb 20 2021 03:48:56 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/fast-and-furious-tokyo-drift-ff3-slalom-drift-gif-14085608 
        tiff#0709 | Sat Feb 20 2021 03:48:57 GMT+0000 (Coordinated Universal Time): fast in furious <3 
        Emizne#1243 | Sat Feb 20 2021 03:48:58 GMT+0000 (Coordinated Universal Time): https://gyazo.com/c4072cb1970049370bfa9bf9fed14a15 
        Raymond#5415 | Sat Feb 20 2021 03:48:58 GMT+0000 (Coordinated Universal Time): what 
        Emizne#1243 | Sat Feb 20 2021 03:48:59 GMT+0000 (Coordinated Universal Time): IT'S YOU 
        Willl#8943 | Sat Feb 20 2021 03:48:59 GMT+0000 (Coordinated Universal Time): some shit like this 
        DinoSchneller#7686 | Sat Feb 20 2021 03:49:03 GMT+0000 (Coordinated Universal Time): Xin is Xin Wick 
        Willl#8943 | Sat Feb 20 2021 03:49:05 GMT+0000 (Coordinated Universal Time): tryhard driving 
        chris!#9999 | Sat Feb 20 2021 03:49:05 GMT+0000 (Coordinated Universal Time): https://gyazo.com/c7cdaa08d3d9c9d172716dae19a8ea13 
        Willl#8943 | Sat Feb 20 2021 03:49:12 GMT+0000 (Coordinated Universal Time): youre good at everything else 
        Emizne#1243 | Sat Feb 20 2021 03:49:13 GMT+0000 (Coordinated Universal Time): i don't drive a car! 
        Willl#8943 | Sat Feb 20 2021 03:49:14 GMT+0000 (Coordinated Universal Time): why not driving 
        Raymond#5415 | Sat Feb 20 2021 03:49:14 GMT+0000 (Coordinated Universal Time): I drive a car like how John wick drives 
        Emizne#1243 | Sat Feb 20 2021 03:49:20 GMT+0000 (Coordinated Universal Time): sometimes i ski home from school... 
        chris!#9999 | Sat Feb 20 2021 03:49:26 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/car-crash-roblox-car-driving-video-game-gif-17703659 
        Raymond#5415 | Sat Feb 20 2021 03:49:26 GMT+0000 (Coordinated Universal Time): ok eskimo 
        Willl#8943 | Sat Feb 20 2021 03:49:27 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/regal-t-john-wick-drive-fast-bridge-gif-11947411 
        Emizne#1243 | Sat Feb 20 2021 03:49:28 GMT+0000 (Coordinated Universal Time): john wick has the highest kd 
        Emizne#1243 | Sat Feb 20 2021 03:49:33 GMT+0000 (Coordinated Universal Time): he could join every clan 
        Willl#8943 | Sat Feb 20 2021 03:49:36 GMT+0000 (Coordinated Universal Time): boring af 
        tiff#0709 | Sat Feb 20 2021 03:49:37 GMT+0000 (Coordinated Universal Time): i’m home 
        chris!#9999 | Sat Feb 20 2021 03:49:40 GMT+0000 (Coordinated Universal Time): tiff 
        DinoSchneller#7686 | Sat Feb 20 2021 03:49:43 GMT+0000 (Coordinated Universal Time): If I drive something I turn it into a ship 
        chris!#9999 | Sat Feb 20 2021 03:49:43 GMT+0000 (Coordinated Universal Time): how are the children 
        chris!#9999 | Sat Feb 20 2021 03:49:45 GMT+0000 (Coordinated Universal Time): are they dead 
        chris!#9999 | Sat Feb 20 2021 03:49:45 GMT+0000 (Coordinated Universal Time): Lol 
        Emizne#1243 | Sat Feb 20 2021 03:49:48 GMT+0000 (Coordinated Universal Time): tiff did you like teleport him 
        tiff#0709 | Sat Feb 20 2021 03:49:48 GMT+0000 (Coordinated Universal Time): yes 
        Willl#8943 | Sat Feb 20 2021 03:49:54 GMT+0000 (Coordinated Universal Time): what 
        Raymond#5415 | Sat Feb 20 2021 03:50:04 GMT+0000 (Coordinated Universal Time): LOL 
        DinoSchneller#7686 | Sat Feb 20 2021 03:50:05 GMT+0000 (Coordinated Universal Time): Car goes on water 
        chris!#9999 | Sat Feb 20 2021 03:50:06 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/goku-black-fight-instant-transmission-gif-13727445 
        Emizne#1243 | Sat Feb 20 2021 03:50:07 GMT+0000 (Coordinated Universal Time): he drives bad! 
        chris!#9999 | Sat Feb 20 2021 03:50:08 GMT+0000 (Coordinated Universal Time): is this tiff 
        Raymond#5415 | Sat Feb 20 2021 03:50:09 GMT+0000 (Coordinated Universal Time): typical Dino 
        Willl#8943 | Sat Feb 20 2021 03:50:11 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/nicki-minaj-car-strut-sassy-gif-8180117 
        Emizne#1243 | Sat Feb 20 2021 03:50:15 GMT+0000 (Coordinated Universal Time): wap 
        Willl#8943 | Sat Feb 20 2021 03:50:16 GMT+0000 (Coordinated Universal Time): LOL 
        tiff#0709 | Sat Feb 20 2021 03:50:17 GMT+0000 (Coordinated Universal Time): true will 
        Willl#8943 | Sat Feb 20 2021 03:50:18 GMT+0000 (Coordinated Universal Time): WHAT IS THIS 
        chris!#9999 | Sat Feb 20 2021 03:50:19 GMT+0000 (Coordinated Universal Time): hime 
        chris!#9999 | Sat Feb 20 2021 03:50:24 GMT+0000 (Coordinated Universal Time): do you think thats who made wap 
        chris!#9999 | Sat Feb 20 2021 03:50:24 GMT+0000 (Coordinated Universal Time): bye. 
        Emizne#1243 | Sat Feb 20 2021 03:50:26 GMT+0000 (Coordinated Universal Time): yes 
        Emizne#1243 | Sat Feb 20 2021 03:50:28 GMT+0000 (Coordinated Universal Time): it is 
        chris!#9999 | Sat Feb 20 2021 03:50:31 GMT+0000 (Coordinated Universal Time): not even close.. 
        Willl#8943 | Sat Feb 20 2021 03:50:34 GMT+0000 (Coordinated Universal Time): fare wel 
        chris!#9999 | Sat Feb 20 2021 03:50:44 GMT+0000 (Coordinated Universal Time): ok but does anyone know who lana del ray or something is 
        Willl#8943 | Sat Feb 20 2021 03:50:45 GMT+0000 (Coordinated Universal Time): TIFFANY 
        Willl#8943 | Sat Feb 20 2021 03:50:49 GMT+0000 (Coordinated Universal Time): <@!295635246102347778> 
        chris!#9999 | Sat Feb 20 2021 03:50:51 GMT+0000 (Coordinated Universal Time): literally everyone has her pfp 
        Emizne#1243 | Sat Feb 20 2021 03:50:53 GMT+0000 (Coordinated Universal Time): <@!295635246102347778> 
        chris!#9999 | Sat Feb 20 2021 03:50:54 GMT+0000 (Coordinated Universal Time): and i dont understand 
        Emizne#1243 | Sat Feb 20 2021 03:50:56 GMT+0000 (Coordinated Universal Time): those ncos.... 
        Willl#8943 | Sat Feb 20 2021 03:51:00 GMT+0000 (Coordinated Universal Time): LOL CHRIS 
        chris!#9999 | Sat Feb 20 2021 03:51:11 GMT+0000 (Coordinated Universal Time): like 2 of my friends have it 
        chris!#9999 | Sat Feb 20 2021 03:51:16 GMT+0000 (Coordinated Universal Time): any they dont know why they have it 
        tiff#0709 | Sat Feb 20 2021 03:51:16 GMT+0000 (Coordinated Universal Time): hi 
        Willl#8943 | Sat Feb 20 2021 03:51:16 GMT+0000 (Coordinated Universal Time):  
        chris!#9999 | Sat Feb 20 2021 03:51:17 GMT+0000 (Coordinated Universal Time): 🧍‍♂️ 
        Emizne#1243 | Sat Feb 20 2021 03:51:22 GMT+0000 (Coordinated Universal Time): will are you able to take like inactivity notices 
        chris!#9999 | Sat Feb 20 2021 03:51:23 GMT+0000 (Coordinated Universal Time): WHAT DOES IT MEAN OML 
        Willl#8943 | Sat Feb 20 2021 03:51:24 GMT+0000 (Coordinated Universal Time): TIFF 
        Willl#8943 | Sat Feb 20 2021 03:51:25 GMT+0000 (Coordinated Universal Time): tHE NCOS 
        Emizne#1243 | Sat Feb 20 2021 03:51:29 GMT+0000 (Coordinated Universal Time): those ncos.... 
        Willl#8943 | Sat Feb 20 2021 03:51:36 GMT+0000 (Coordinated Universal Time): lana del rey worship 🙏 
        chris!#9999 | Sat Feb 20 2021 03:51:42 GMT+0000 (Coordinated Universal Time): WHO EVEN IS SHE 
        Emizne#1243 | Sat Feb 20 2021 03:51:43 GMT+0000 (Coordinated Universal Time): <@!461608042878992385> 
        chris!#9999 | Sat Feb 20 2021 03:51:43 GMT+0000 (Coordinated Universal Time): ??????????????????????????? 
        Raymond#5415 | Sat Feb 20 2021 03:51:46 GMT+0000 (Coordinated Universal Time): before I joined 
        Raymond#5415 | Sat Feb 20 2021 03:51:52 GMT+0000 (Coordinated Universal Time): was tiff the best at combat? 
        tiff#0709 | Sat Feb 20 2021 03:51:56 GMT+0000 (Coordinated Universal Time): no 
        Emizne#1243 | Sat Feb 20 2021 03:51:56 GMT+0000 (Coordinated Universal Time): no 
        Emizne#1243 | Sat Feb 20 2021 03:51:57 GMT+0000 (Coordinated Universal Time): i was 
        Willl#8943 | Sat Feb 20 2021 03:51:58 GMT+0000 (Coordinated Universal Time): No 
        chris!#9999 | Sat Feb 20 2021 03:51:59 GMT+0000 (Coordinated Universal Time): no it was saki 
        Emizne#1243 | Sat Feb 20 2021 03:52:00 GMT+0000 (Coordinated Universal Time): obviously 
        tiff#0709 | Sat Feb 20 2021 03:52:01 GMT+0000 (Coordinated Universal Time): theres chris, saki, sans 
        chris!#9999 | Sat Feb 20 2021 03:52:06 GMT+0000 (Coordinated Universal Time): saki or sans yea 
        Raymond#5415 | Sat Feb 20 2021 03:52:09 GMT+0000 (Coordinated Universal Time): I don’t believe that 
        chris!#9999 | Sat Feb 20 2021 03:52:11 GMT+0000 (Coordinated Universal Time): and toad is really good 
        chris!#9999 | Sat Feb 20 2021 03:52:12 GMT+0000 (Coordinated Universal Time): but he doesnt 
        chris!#9999 | Sat Feb 20 2021 03:52:14 GMT+0000 (Coordinated Universal Time): come to fucking trainings 
        Willl#8943 | Sat Feb 20 2021 03:52:16 GMT+0000 (Coordinated Universal Time): I made a post about Lana Del Rey 
        Willl#8943 | Sat Feb 20 2021 03:52:17 GMT+0000 (Coordinated Universal Time): Before 
        Emizne#1243 | Sat Feb 20 2021 03:52:18 GMT+0000 (Coordinated Universal Time): will please answer 
        Willl#8943 | Sat Feb 20 2021 03:52:19 GMT+0000 (Coordinated Universal Time): in <#804548946701451275> 
        tiff#0709 | Sat Feb 20 2021 03:52:20 GMT+0000 (Coordinated Universal Time): nah chris is cracked 
        chris!#9999 | Sat Feb 20 2021 03:52:20 GMT+0000 (Coordinated Universal Time): WHO IS SHE WILL 
        chris!#9999 | Sat Feb 20 2021 03:52:20 GMT+0000 (Coordinated Universal Time): OMG 
        chris!#9999 | Sat Feb 20 2021 03:52:24 GMT+0000 (Coordinated Universal Time): WHO THE FUCK IS SHE @IWLLAIM 
        chris!#9999 | Sat Feb 20 2021 03:52:26 GMT+0000 (Coordinated Universal Time): @iWLLIAM 
        Willl#8943 | Sat Feb 20 2021 03:52:27 GMT+0000 (Coordinated Universal Time): For what 
        chris!#9999 | Sat Feb 20 2021 03:52:27 GMT+0000 (Coordinated Universal Time): @IWLLIAM 
        chris!#9999 | Sat Feb 20 2021 03:52:28 GMT+0000 (Coordinated Universal Time): @IW;LLIAN 
        chris!#9999 | Sat Feb 20 2021 03:52:30 GMT+0000 (Coordinated Universal Time): @kIlIAM 
        Willl#8943 | Sat Feb 20 2021 03:52:30 GMT+0000 (Coordinated Universal Time): we dont have activity requirements 
        chevybelair#1236 | Sat Feb 20 2021 03:52:32 GMT+0000 (Coordinated Universal Time):  
        chris!#9999 | Sat Feb 20 2021 03:52:40 GMT+0000 (Coordinated Universal Time): saki is 
        Raymond#5415 | Sat Feb 20 2021 03:52:40 GMT+0000 (Coordinated Universal Time): you did better than chris at the PR tiff 
        tiff#0709 | Sat Feb 20 2021 03:52:41 GMT+0000 (Coordinated Universal Time): i cant fucking kill chris or i just suck when i 1v1 chris 
        chris!#9999 | Sat Feb 20 2021 03:52:43 GMT+0000 (Coordinated Universal Time): better than me by miles 
        Willl#8943 | Sat Feb 20 2021 03:52:46 GMT+0000 (Coordinated Universal Time): She is NOT a water bottle. I can confirm that 
        chris!#9999 | Sat Feb 20 2021 03:52:46 GMT+0000 (Coordinated Universal Time): tiff 
        chris!#9999 | Sat Feb 20 2021 03:52:50 GMT+0000 (Coordinated Universal Time): you literally went 11-0 
        chris!#9999 | Sat Feb 20 2021 03:52:52 GMT+0000 (Coordinated Universal Time): 11-9 
        chris!#9999 | Sat Feb 20 2021 03:52:54 GMT+0000 (Coordinated Universal Time): what are you 
        chris!#9999 | Sat Feb 20 2021 03:52:55 GMT+0000 (Coordinated Universal Time): TALKING ABOUT 
        chris!#9999 | Sat Feb 20 2021 03:52:56 GMT+0000 (Coordinated Universal Time): ????????????????? 
        tiff#0709 | Sat Feb 20 2021 03:53:00 GMT+0000 (Coordinated Universal Time): LOL 
        Emizne#1243 | Sat Feb 20 2021 03:53:03 GMT+0000 (Coordinated Universal Time): Personal stuff i don't wanna go into like the reasons why i've needed to go urgently during trainings. 
        Raymond#5415 | Sat Feb 20 2021 03:53:09 GMT+0000 (Coordinated Universal Time): ok so 
        Willl#8943 | Sat Feb 20 2021 03:53:14 GMT+0000 (Coordinated Universal Time): yuhhh lana 
        Raymond#5415 | Sat Feb 20 2021 03:53:15 GMT+0000 (Coordinated Universal Time): chris let’s 1v1 
        chris!#9999 | Sat Feb 20 2021 03:53:18 GMT+0000 (Coordinated Universal Time): ok 
        Willl#8943 | Sat Feb 20 2021 03:53:24 GMT+0000 (Coordinated Universal Time): you dont need an IN 
        chris!#9999 | Sat Feb 20 2021 03:53:24 GMT+0000 (Coordinated Universal Time): wait let me clear my desk 
        chris!#9999 | Sat Feb 20 2021 03:53:25 GMT+0000 (Coordinated Universal Time): theres food 
        chris!#9999 | Sat Feb 20 2021 03:53:26 GMT+0000 (Coordinated Universal Time): send linjk 
        Raymond#5415 | Sat Feb 20 2021 03:53:28 GMT+0000 (Coordinated Universal Time): ok let me grab the server link 
        Raymond#5415 | Sat Feb 20 2021 03:53:29 GMT+0000 (Coordinated Universal Time): ok 
        Emizne#1243 | Sat Feb 20 2021 03:53:53 GMT+0000 (Coordinated Universal Time): Ok because some places you need to like fill out some forum thing before you take a break for a bit 
        Willl#8943 | Sat Feb 20 2021 03:53:55 GMT+0000 (Coordinated Universal Time): lana del rey omg... 
        chris!#9999 | Sat Feb 20 2021 03:54:00 GMT+0000 (Coordinated Universal Time): WILL OMG 
        chris!#9999 | Sat Feb 20 2021 03:54:02 GMT+0000 (Coordinated Universal Time): WHO IS SHE 
        tiff#0709 | Sat Feb 20 2021 03:54:11 GMT+0000 (Coordinated Universal Time): uhh 
        Emizne#1243 | Sat Feb 20 2021 03:54:18 GMT+0000 (Coordinated Universal Time): is that joe 
        tiff#0709 | Sat Feb 20 2021 03:54:19 GMT+0000 (Coordinated Universal Time): chris can be serious when he’s an MR but 
        Willl#8943 | Sat Feb 20 2021 03:54:25 GMT+0000 (Coordinated Universal Time):  
        tiff#0709 | Sat Feb 20 2021 03:54:34 GMT+0000 (Coordinated Universal Time): he has knowledge on how to gunfight 
        Emizne#1243 | Sat Feb 20 2021 03:54:42 GMT+0000 (Coordinated Universal Time): is that cardi b 
        tiff#0709 | Sat Feb 20 2021 03:54:45 GMT+0000 (Coordinated Universal Time): since he has experience with clans 
        Willl#8943 | Sat Feb 20 2021 03:54:47 GMT+0000 (Coordinated Universal Time): hime 
        Willl#8943 | Sat Feb 20 2021 03:54:47 GMT+0000 (Coordinated Universal Time):  
        Willl#8943 | Sat Feb 20 2021 03:54:48 GMT+0000 (Coordinated Universal Time): holy fuck 
        Willl#8943 | Sat Feb 20 2021 03:54:55 GMT+0000 (Coordinated Universal Time):  
        Willl#8943 | Sat Feb 20 2021 03:54:57 GMT+0000 (Coordinated Universal Time):  
        chris!#9999 | Sat Feb 20 2021 03:55:01 GMT+0000 (Coordinated Universal Time): hime youre clearly 
        chris!#9999 | Sat Feb 20 2021 03:55:05 GMT+0000 (Coordinated Universal Time): not the smartest in the buncnh 
        Emizne#1243 | Sat Feb 20 2021 03:55:09 GMT+0000 (Coordinated Universal Time): bruh 
        tiff#0709 | Sat Feb 20 2021 03:55:11 GMT+0000 (Coordinated Universal Time): dist probably won’t be active but that’s how i see that 
        Emizne#1243 | Sat Feb 20 2021 03:55:21 GMT+0000 (Coordinated Universal Time): seems about right 
        Willl#8943 | Sat Feb 20 2021 03:55:25 GMT+0000 (Coordinated Universal Time): is that nicki minaj 
        tiff#0709 | Sat Feb 20 2021 03:55:31 GMT+0000 (Coordinated Universal Time): ali hosts a lot back in tsw but maybe not have a lot of leadership skills in raids 
        chris!#9999 | Sat Feb 20 2021 03:55:36 GMT+0000 (Coordinated Universal Time): that look like it belong in fortnite 
        chris!#9999 | Sat Feb 20 2021 03:55:36 GMT+0000 (Coordinated Universal Time): imo 
        Emizne#1243 | Sat Feb 20 2021 03:55:39 GMT+0000 (Coordinated Universal Time): is that the rock johnson 
        Willl#8943 | Sat Feb 20 2021 03:55:43 GMT+0000 (Coordinated Universal Time): thats 
        Willl#8943 | Sat Feb 20 2021 03:55:45 GMT+0000 (Coordinated Universal Time): an avenger 
        Willl#8943 | Sat Feb 20 2021 03:55:46 GMT+0000 (Coordinated Universal Time): smfh 
        Emizne#1243 | Sat Feb 20 2021 03:55:50 GMT+0000 (Coordinated Universal Time): scarlet witch 
        Emizne#1243 | Sat Feb 20 2021 03:55:50 GMT+0000 (Coordinated Universal Time): ik 
        tiff#0709 | Sat Feb 20 2021 03:55:51 GMT+0000 (Coordinated Universal Time): tim can be smart during raids but idk if he’ll host events 
        Emizne#1243 | Sat Feb 20 2021 03:55:53 GMT+0000 (Coordinated Universal Time): it's a joke 
        Emizne#1243 | Sat Feb 20 2021 03:55:55 GMT+0000 (Coordinated Universal Time): jeez 
        Willl#8943 | Sat Feb 20 2021 03:55:57 GMT+0000 (Coordinated Universal Time): she a bady 
        Willl#8943 | Sat Feb 20 2021 03:55:57 GMT+0000 (Coordinated Universal Time): nah bro its just wanda 
        Emizne#1243 | Sat Feb 20 2021 03:56:03 GMT+0000 (Coordinated Universal Time): vision 
        tiff#0709 | Sat Feb 20 2021 03:56:04 GMT+0000 (Coordinated Universal Time): flying lacks leadership but can improve 
        Emizne#1243 | Sat Feb 20 2021 03:56:04 GMT+0000 (Coordinated Universal Time): gottem 
        Willl#8943 | Sat Feb 20 2021 03:56:05 GMT+0000 (Coordinated Universal Time): scarlet witch aint even her name yet 
        Raymond#5415 | Sat Feb 20 2021 03:56:06 GMT+0000 (Coordinated Universal Time): https://www.roblox.com/games/1931780914/tryhardedgelordtops-2?privateServerLinkCode=54ywnC1i4E86EhLZ28LCPaLk6B2nfaxY 
        Raymond#5415 | Sat Feb 20 2021 03:56:11 GMT+0000 (Coordinated Universal Time): hurry up i have to eat dinner 
        tiff#0709 | Sat Feb 20 2021 03:56:29 GMT+0000 (Coordinated Universal Time): don’t eat 
        tiff#0709 | Sat Feb 20 2021 03:56:32 GMT+0000 (Coordinated Universal Time): ez 
        Emizne#1243 | Sat Feb 20 2021 03:56:39 GMT+0000 (Coordinated Universal Time): starve to death 
        Emizne#1243 | Sat Feb 20 2021 03:56:40 GMT+0000 (Coordinated Universal Time): ezpz 
        tiff#0709 | Sat Feb 20 2021 03:56:48 GMT+0000 (Coordinated Universal Time): jk eat 
        Emizne#1243 | Sat Feb 20 2021 03:56:54 GMT+0000 (Coordinated Universal Time): quickest way out of this hell hole 
        tiff#0709 | Sat Feb 20 2021 03:56:59 GMT+0000 (Coordinated Universal Time): hime 
        Willl#8943 | Sat Feb 20 2021 03:58:20 GMT+0000 (Coordinated Universal Time): flying is a very free voice 
        Willl#8943 | Sat Feb 20 2021 03:58:22 GMT+0000 (Coordinated Universal Time): which is good 
        Emizne#1243 | Sat Feb 20 2021 04:00:23 GMT+0000 (Coordinated Universal Time): Im going to be taking a break for the weekend and maybe a few more days. Lately my life hasn't been to good and the drama here and just in RM in general isn't helping. Recently my grandparents passed away and i have been depressed lately and just need a break. I might attend a CT from time to time during my lets say 5 day break but for now don't expect much from me. 
        DinoSchneller#7686 | Sat Feb 20 2021 04:01:08 GMT+0000 (Coordinated Universal Time): Mhm, have a good break. 
        Emizne#1243 | Sat Feb 20 2021 04:01:20 GMT+0000 (Coordinated Universal Time): Thanks. 
        DinoSchneller#7686 | Sat Feb 20 2021 04:01:26 GMT+0000 (Coordinated Universal Time): No problem. 
        tiff#0709 | Sat Feb 20 2021 04:02:24 GMT+0000 (Coordinated Universal Time): yeah 
        Willl#8943 | Sat Feb 20 2021 04:02:33 GMT+0000 (Coordinated Universal Time): Apologies about your grandparents 
        tiff#0709 | Sat Feb 20 2021 04:02:36 GMT+0000 (Coordinated Universal Time): flying would be a good nco 
        tiff#0709 | Sat Feb 20 2021 04:02:47 GMT+0000 (Coordinated Universal Time): he asked me to train him how to do things once he passes so 
        tiff#0709 | Sat Feb 20 2021 04:02:51 GMT+0000 (Coordinated Universal Time): he can have a chance 
        tiff#0709 | Sat Feb 20 2021 04:03:31 GMT+0000 (Coordinated Universal Time): ^ 
        tiff#0709 | Sat Feb 20 2021 04:03:36 GMT+0000 (Coordinated Universal Time): <3 
        chris!#9999 | Sat Feb 20 2021 04:05:35 GMT+0000 (Coordinated Universal Time): <@!458421191523434506> Prayers to you and your family, take as much time as you need. ❤️ 
        Alternious#8720 | Sat Feb 20 2021 04:14:00 GMT+0000 (Coordinated Universal Time): hime -_- 
